log file2025-04-18 10:01:48,331 - my_log - INFO - 连接Appium server成功
2025-04-18 11:03:36,887 - my_log - INFO - ================================
2025-04-18 11:03:36,888 - my_log - INFO - 判断是否喜欢
2025-04-18 11:03:36,888 - my_log - INFO - 学历不符合要求: 广东食品药品职业学院 · 大专
2025-04-18 11:03:36,888 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:03:38,443 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:03:38,628 - my_log - INFO - ##########第229个推荐结束##########
2025-04-18 11:03:38,628 - my_log - INFO - **********第230个推荐**********
2025-04-18 11:03:38,629 - my_log - INFO - 当前喜欢数量: 41, 当前不喜欢数量: 188
2025-04-18 11:03:40,106 - my_log - INFO - 用户昵称: 木易
2025-04-18 11:03:54,327 - my_log - INFO - 基本资料：['基本资料', '156cm', '狮子座', '南华大学 · 本科', '医药销售代表', '年薪5-10万', '家乡湖南衡阳', '现居地佛山', '基本资料', '160cm']
2025-04-18 11:03:54,327 - my_log - INFO - ================================
2025-04-18 11:03:54,328 - my_log - INFO - 昵称: 木易
2025-04-18 11:03:54,328 - my_log - INFO - 年龄: 23岁
2025-04-18 11:03:54,328 - my_log - INFO - 身高: 156cm
2025-04-18 11:03:54,328 - my_log - INFO - 星座: 狮子座
2025-04-18 11:03:54,328 - my_log - INFO - 学历: 南华大学 · 本科
2025-04-18 11:03:54,329 - my_log - INFO - 工作信息: 医药销售代表
2025-04-18 11:03:54,329 - my_log - INFO - 薪资: 年薪5-10万
2025-04-18 11:03:54,329 - my_log - INFO - 家乡: 湖南衡阳
2025-04-18 11:03:54,329 - my_log - INFO - 现居地: 佛山
2025-04-18 11:03:54,329 - my_log - INFO - 个人简介: 生活圈子简单，想法简单，细心体贴
2025-04-18 11:03:54,330 - my_log - INFO - ================================
2025-04-18 11:03:54,330 - my_log - INFO - 判断是否喜欢
2025-04-18 11:03:54,330 - my_log - INFO - ❤❤❤符合要求，喜欢❤❤❤
2025-04-18 11:03:55,993 - my_log - INFO - 点击喜欢按钮完成
2025-04-18 11:03:56,222 - my_log - INFO - ##########第230个推荐结束##########
2025-04-18 11:03:56,222 - my_log - INFO - 当前速度: 222.53306335593805次/小时
2025-04-18 11:03:56,222 - my_log - INFO - 预计每天 5340.793520542513 个推荐
2025-04-18 11:03:56,241 - my_log - INFO - 当前数据库中总记录数为： 15984
2025-04-18 11:03:56,241 - my_log - INFO - 喜欢总数为：2602
2025-04-18 11:03:56,242 - my_log - INFO - 不喜欢总数为: 13382
2025-04-18 11:03:56,242 - my_log - INFO - **********第231个推荐**********
2025-04-18 11:03:56,242 - my_log - INFO - 当前喜欢数量: 42, 当前不喜欢数量: 188
2025-04-18 11:03:57,742 - my_log - INFO - 用户昵称: 小刘同学
2025-04-18 11:04:09,827 - my_log - INFO - 基本资料：['基本资料', '165cm', '狮子座', '中南林业科技大学 · 本科', '定制设计师', '年薪10-20万', '家乡湖南邵阳', '现居地佛山', '基本资料', '160cm']
2025-04-18 11:04:09,828 - my_log - INFO - ================================
2025-04-18 11:04:09,828 - my_log - INFO - 昵称: 小刘同学
2025-04-18 11:04:09,828 - my_log - INFO - 年龄: 29岁
2025-04-18 11:04:09,828 - my_log - INFO - 身高: 165cm
2025-04-18 11:04:09,828 - my_log - INFO - 星座: 狮子座
2025-04-18 11:04:09,829 - my_log - INFO - 学历: 中南林业科技大学 · 本科
2025-04-18 11:04:09,829 - my_log - INFO - 工作信息: 定制设计师
2025-04-18 11:04:09,829 - my_log - INFO - 薪资: 年薪10-20万
2025-04-18 11:04:09,829 - my_log - INFO - 家乡: 湖南邵阳
2025-04-18 11:04:09,829 - my_log - INFO - 现居地: 佛山
2025-04-18 11:04:09,830 - my_log - INFO - 个人简介: 圈子太小了，也慢慢变得不太爱社交。
2025-04-18 11:04:09,830 - my_log - INFO - ================================
2025-04-18 11:04:09,830 - my_log - INFO - 判断是否喜欢
2025-04-18 11:04:09,830 - my_log - INFO - ❤❤❤符合要求，喜欢❤❤❤
2025-04-18 11:04:11,211 - my_log - INFO - 点击喜欢按钮完成
2025-04-18 11:04:11,433 - my_log - INFO - ##########第231个推荐结束##########
2025-04-18 11:04:11,433 - my_log - INFO - **********第232个推荐**********
2025-04-18 11:04:11,433 - my_log - INFO - 当前喜欢数量: 43, 当前不喜欢数量: 188
2025-04-18 11:04:13,022 - my_log - INFO - 用户昵称: 麻辣烫发烧友
2025-04-18 11:04:33,973 - my_log - INFO - 基本资料：['基本资料', '153cm', '金牛座', '广东海洋大学寸金学院 · 本科', '外贸业务员', '年薪5-10万', '家乡广东肇庆', '现居地佛山', '基本资料', '160cm']
2025-04-18 11:04:33,974 - my_log - INFO - ================================
2025-04-18 11:04:33,974 - my_log - INFO - 昵称: 麻辣烫发烧友
2025-04-18 11:04:33,974 - my_log - INFO - 年龄: 26岁
2025-04-18 11:04:33,975 - my_log - INFO - 身高: 153cm
2025-04-18 11:04:33,975 - my_log - INFO - 星座: 金牛座
2025-04-18 11:04:33,975 - my_log - INFO - 学历: 广东海洋大学寸金学院 · 本科
2025-04-18 11:04:33,975 - my_log - INFO - 工作信息: 外贸业务员
2025-04-18 11:04:33,975 - my_log - INFO - 薪资: 年薪5-10万
2025-04-18 11:04:33,975 - my_log - INFO - 家乡: 广东肇庆
2025-04-18 11:04:33,975 - my_log - INFO - 现居地: 佛山
2025-04-18 11:04:33,976 - my_log - INFO - 个人简介: 典型的金牛座爱吃
2025-04-18 11:04:33,976 - my_log - INFO - ================================
2025-04-18 11:04:33,976 - my_log - INFO - 判断是否喜欢
2025-04-18 11:04:33,976 - my_log - INFO - ❤❤❤符合要求，喜欢❤❤❤
2025-04-18 11:04:35,890 - my_log - INFO - 点击喜欢按钮完成
2025-04-18 11:04:36,096 - my_log - INFO - ##########第232个推荐结束##########
2025-04-18 11:04:36,097 - my_log - INFO - **********第233个推荐**********
2025-04-18 11:04:36,098 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 188
2025-04-18 11:04:37,326 - my_log - INFO - 用户昵称: Li
2025-04-18 11:04:46,158 - my_log - INFO - 基本资料：['基本资料', '160cm', '广东工商职业学院 · 大专', '跨境电商', '年薪10-20万', '家乡广东湛江', '现居地佛山', '基本资料', '160cm', '天秤座', '邵阳职业技术学院 · 大专', '外贸']
2025-04-18 11:04:46,158 - my_log - INFO - ================================
2025-04-18 11:04:46,158 - my_log - INFO - 昵称: Li
2025-04-18 11:04:46,159 - my_log - INFO - 年龄: 26岁
2025-04-18 11:04:46,159 - my_log - INFO - 身高: 160cm
2025-04-18 11:04:46,159 - my_log - INFO - 星座: NULL
2025-04-18 11:04:46,159 - my_log - INFO - 学历: 广东工商职业学院 · 大专
2025-04-18 11:04:46,159 - my_log - INFO - 工作信息: 跨境电商
2025-04-18 11:04:46,160 - my_log - INFO - 薪资: 年薪10-20万
2025-04-18 11:04:46,160 - my_log - INFO - 家乡: 广东湛江
2025-04-18 11:04:46,160 - my_log - INFO - 现居地: 佛山
2025-04-18 11:04:46,160 - my_log - INFO - 个人简介: 喜欢探店 美食 看电影 旅行 。真诚热爱生活的人  不擅长表达  交际圈子简单  有点颜控  但更注重感觉。容易对三观一致，聊得来，思想成熟，不幼稚，对待感情专一，为人善良，三观正，热爱生活，有事业心的人心动。
2025-04-18 11:04:46,160 - my_log - INFO - ================================
2025-04-18 11:04:46,160 - my_log - INFO - 判断是否喜欢
2025-04-18 11:04:46,161 - my_log - INFO - 学历不符合要求: 广东工商职业学院 · 大专
2025-04-18 11:04:46,161 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:04:46,611 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:04:46,830 - my_log - INFO - ##########第233个推荐结束##########
2025-04-18 11:04:46,831 - my_log - INFO - **********第234个推荐**********
2025-04-18 11:04:46,831 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 189
2025-04-18 11:04:49,017 - my_log - INFO - 用户昵称: 星吟
2025-04-18 11:05:02,760 - my_log - INFO - 基本资料：['基本资料', '160cm', '水瓶座', '广州幼儿师范高等专科学校 · 大专', '学生（在读）', '家乡广东广州', '现居地广州', '基本资料', '160cm', '天秤座', '邵阳职业技术学院 · 大专', '外贸']
2025-04-18 11:05:02,761 - my_log - INFO - ================================
2025-04-18 11:05:02,761 - my_log - INFO - 昵称: 星吟
2025-04-18 11:05:02,761 - my_log - INFO - 年龄: 20岁
2025-04-18 11:05:02,761 - my_log - INFO - 身高: 160cm
2025-04-18 11:05:02,762 - my_log - INFO - 星座: 水瓶座
2025-04-18 11:05:02,762 - my_log - INFO - 学历: 广州幼儿师范高等专科学校 · 大专
2025-04-18 11:05:02,762 - my_log - INFO - 工作信息: 学生（在读）
2025-04-18 11:05:02,762 - my_log - INFO - 薪资: NULL
2025-04-18 11:05:02,762 - my_log - INFO - 家乡: 广东广州
2025-04-18 11:05:02,762 - my_log - INFO - 现居地: 广州
2025-04-18 11:05:02,763 - my_log - INFO - 个人简介: 水瓶座，活泼开朗但同时又敏感
2025-04-18 11:05:02,763 - my_log - INFO - ================================
2025-04-18 11:05:02,763 - my_log - INFO - 判断是否喜欢
2025-04-18 11:05:02,763 - my_log - INFO - 学历不符合要求: 广州幼儿师范高等专科学校 · 大专
2025-04-18 11:05:02,763 - my_log - INFO - 工作信息不符合要求: 学生（在读）
2025-04-18 11:05:02,763 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:05:04,128 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:05:04,334 - my_log - INFO - ##########第234个推荐结束##########
2025-04-18 11:05:04,334 - my_log - INFO - **********第235个推荐**********
2025-04-18 11:05:04,334 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 190
2025-04-18 11:05:05,893 - my_log - INFO - 用户昵称: Vivid
2025-04-18 11:05:17,357 - my_log - INFO - 基本资料：['基本资料', '166cm', '广东理工学院 · 本科', '预算员', '年薪5万以下', '家乡广东佛山', '现居地佛山', '基本资料', '160cm', '天秤座', '邵阳职业技术学院 · 大专', '外贸']
2025-04-18 11:05:17,357 - my_log - INFO - ================================
2025-04-18 11:05:17,357 - my_log - INFO - 昵称: Vivid
2025-04-18 11:05:17,357 - my_log - INFO - 年龄: 23岁
2025-04-18 11:05:17,358 - my_log - INFO - 身高: 166cm
2025-04-18 11:05:17,358 - my_log - INFO - 星座: NULL
2025-04-18 11:05:17,358 - my_log - INFO - 学历: 广东理工学院 · 本科
2025-04-18 11:05:17,358 - my_log - INFO - 工作信息: 预算员
2025-04-18 11:05:17,358 - my_log - INFO - 薪资: 年薪5万以下
2025-04-18 11:05:17,358 - my_log - INFO - 家乡: 广东佛山
2025-04-18 11:05:17,359 - my_log - INFO - 现居地: 佛山
2025-04-18 11:05:17,359 - my_log - INFO - 个人简介: 阳光开朗，性格外向，但超被动不喜欢找话题，逻辑思维强，善于分析
2025-04-18 11:05:17,359 - my_log - INFO - ================================
2025-04-18 11:05:17,359 - my_log - INFO - 判断是否喜欢
2025-04-18 11:05:17,359 - my_log - INFO - 身高不符合要求: 166cm
2025-04-18 11:05:17,359 - my_log - INFO - 薪资不符合要求: 年薪5万以下
2025-04-18 11:05:17,359 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:05:19,007 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:05:19,277 - my_log - INFO - ##########第235个推荐结束##########
2025-04-18 11:05:19,278 - my_log - INFO - **********第236个推荐**********
2025-04-18 11:05:19,278 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 191
2025-04-18 11:05:20,620 - my_log - INFO - 用户昵称: 多多
2025-04-18 11:05:25,946 - my_log - INFO - 基本资料：['基本资料', '160cm', '天秤座', '邵阳职业技术学院 · 大专', '外贸', '年薪5万以下', '家乡湖南怀化', '现居地佛山']
2025-04-18 11:05:25,946 - my_log - INFO - ================================
2025-04-18 11:05:25,946 - my_log - INFO - 昵称: 多多
2025-04-18 11:05:25,947 - my_log - INFO - 年龄: 23岁
2025-04-18 11:05:25,947 - my_log - INFO - 身高: 160cm
2025-04-18 11:05:25,947 - my_log - INFO - 星座: 天秤座
2025-04-18 11:05:25,947 - my_log - INFO - 学历: 邵阳职业技术学院 · 大专
2025-04-18 11:05:25,947 - my_log - INFO - 工作信息: 外贸
2025-04-18 11:05:25,947 - my_log - INFO - 薪资: 年薪5万以下
2025-04-18 11:05:25,947 - my_log - INFO - 家乡: 湖南怀化
2025-04-18 11:05:25,948 - my_log - INFO - 现居地: 佛山
2025-04-18 11:05:25,948 - my_log - INFO - 个人简介: 做事比较慢，享受过程，性子直，很坦诚有空的时候我喜欢自己下厨和去不同的地方旅行想和你散步约会，过平淡安稳但有趣的生活
2025-04-18 11:05:25,948 - my_log - INFO - ================================
2025-04-18 11:05:25,948 - my_log - INFO - 判断是否喜欢
2025-04-18 11:05:25,949 - my_log - INFO - 学历不符合要求: 邵阳职业技术学院 · 大专
2025-04-18 11:05:25,949 - my_log - INFO - 薪资不符合要求: 年薪5万以下
2025-04-18 11:05:25,949 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:05:28,115 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:05:28,306 - my_log - INFO - ##########第236个推荐结束##########
2025-04-18 11:05:28,306 - my_log - INFO - **********第237个推荐**********
2025-04-18 11:05:28,306 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 192
2025-04-18 11:05:29,171 - my_log - INFO - 用户昵称: summer
2025-04-18 11:05:37,929 - my_log - INFO - 基本资料：['基本资料', '155cm', '双子座', '南华大学 · 大专', '物业招商/租售', '年薪20-30万', '家乡广东佛山', '现居地佛山']
2025-04-18 11:05:37,929 - my_log - INFO - ================================
2025-04-18 11:05:37,929 - my_log - INFO - 昵称: summer
2025-04-18 11:05:37,930 - my_log - INFO - 年龄: 30岁
2025-04-18 11:05:37,930 - my_log - INFO - 身高: 155cm
2025-04-18 11:05:37,930 - my_log - INFO - 星座: 双子座
2025-04-18 11:05:37,930 - my_log - INFO - 学历: 南华大学 · 大专
2025-04-18 11:05:37,930 - my_log - INFO - 工作信息: 物业招商/租售
2025-04-18 11:05:37,931 - my_log - INFO - 薪资: 年薪20-30万
2025-04-18 11:05:37,931 - my_log - INFO - 家乡: 广东佛山
2025-04-18 11:05:37,931 - my_log - INFO - 现居地: 佛山
2025-04-18 11:05:37,931 - my_log - INFO - 个人简介: 经朋友介绍下载牵手！先介绍我一下自己
2025-04-18 11:05:37,931 - my_log - INFO - ================================
2025-04-18 11:05:37,932 - my_log - INFO - 判断是否喜欢
2025-04-18 11:05:37,932 - my_log - INFO - 年龄不符合要求: 30岁
2025-04-18 11:05:37,932 - my_log - INFO - 学历不符合要求: 南华大学 · 大专
2025-04-18 11:05:37,932 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:05:38,359 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:05:38,550 - my_log - INFO - ##########第237个推荐结束##########
2025-04-18 11:05:38,550 - my_log - INFO - **********第238个推荐**********
2025-04-18 11:05:38,551 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 193
2025-04-18 11:05:41,130 - my_log - INFO - 用户昵称: 饭兜花园小美🙂‍↔️
2025-04-18 11:05:57,478 - my_log - INFO - 基本资料：['基本资料', '160cm', '双子座', '广州华立学院 · 本科', '暂时无业 · 学生（在读）', '家乡广东梅州', '现居地佛山']
2025-04-18 11:05:57,478 - my_log - INFO - ================================
2025-04-18 11:05:57,479 - my_log - INFO - 昵称: 饭兜花园小美🙂‍↔️
2025-04-18 11:05:57,479 - my_log - INFO - 年龄: 19岁
2025-04-18 11:05:57,479 - my_log - INFO - 身高: 160cm
2025-04-18 11:05:57,479 - my_log - INFO - 星座: 双子座
2025-04-18 11:05:57,479 - my_log - INFO - 学历: 广州华立学院 · 本科
2025-04-18 11:05:57,480 - my_log - INFO - 工作信息: 暂时无业 · 学生（在读）
2025-04-18 11:05:57,480 - my_log - INFO - 薪资: NULL
2025-04-18 11:05:57,480 - my_log - INFO - 家乡: 广东梅州
2025-04-18 11:05:57,480 - my_log - INFO - 现居地: 佛山
2025-04-18 11:05:57,480 - my_log - INFO - 个人简介: 双子座 温和细腻 大方有趣真诚爱笑如果以后有法令纹了一定是笑出来的
2025-04-18 11:05:57,480 - my_log - INFO - ================================
2025-04-18 11:05:57,481 - my_log - INFO - 判断是否喜欢
2025-04-18 11:05:57,481 - my_log - INFO - 年龄不符合要求: 19岁
2025-04-18 11:05:57,481 - my_log - INFO - 工作信息不符合要求: 暂时无业 · 学生（在读）
2025-04-18 11:05:57,481 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:05:59,171 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:05:59,393 - my_log - INFO - ##########第238个推荐结束##########
2025-04-18 11:05:59,393 - my_log - INFO - **********第239个推荐**********
2025-04-18 11:05:59,393 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 194
2025-04-18 11:06:01,023 - my_log - INFO - 用户昵称: Carry
2025-04-18 11:06:07,335 - my_log - INFO - 基本资料：['基本资料', '160cm', '广东金融学院 · 本科', '自营', '年薪20-30万', '家乡广东佛山', '现居地佛山']
2025-04-18 11:06:07,335 - my_log - INFO - ================================
2025-04-18 11:06:07,335 - my_log - INFO - 昵称: Carry
2025-04-18 11:06:07,335 - my_log - INFO - 年龄: 32岁
2025-04-18 11:06:07,336 - my_log - INFO - 身高: 160cm
2025-04-18 11:06:07,336 - my_log - INFO - 星座: NULL
2025-04-18 11:06:07,336 - my_log - INFO - 学历: 广东金融学院 · 本科
2025-04-18 11:06:07,336 - my_log - INFO - 工作信息: 自营
2025-04-18 11:06:07,336 - my_log - INFO - 薪资: 年薪20-30万
2025-04-18 11:06:07,336 - my_log - INFO - 家乡: 广东佛山
2025-04-18 11:06:07,337 - my_log - INFO - 现居地: 佛山
2025-04-18 11:06:07,337 - my_log - INFO - 个人简介: 星河滚烫你是人间理想
2025-04-18 11:06:07,337 - my_log - INFO - ================================
2025-04-18 11:06:07,337 - my_log - INFO - 判断是否喜欢
2025-04-18 11:06:07,337 - my_log - INFO - 年龄不符合要求: 32岁
2025-04-18 11:06:07,337 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:06:09,213 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:06:09,523 - my_log - INFO - ##########第239个推荐结束##########
2025-04-18 11:06:09,524 - my_log - INFO - **********第240个推荐**********
2025-04-18 11:06:09,524 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 195
2025-04-18 11:06:10,710 - my_log - INFO - 用户昵称: 阿拉琳
2025-04-18 11:06:17,525 - my_log - INFO - 基本资料：['基本资料', '172cm', '巨蟹座', '天津工大 · 本科', '销售', '年薪5-10万', '家乡黑龙江大兴安岭', '现居地中山']
2025-04-18 11:06:17,525 - my_log - INFO - ================================
2025-04-18 11:06:17,525 - my_log - INFO - 昵称: 阿拉琳
2025-04-18 11:06:17,525 - my_log - INFO - 年龄: 29岁
2025-04-18 11:06:17,526 - my_log - INFO - 身高: 172cm
2025-04-18 11:06:17,526 - my_log - INFO - 星座: 巨蟹座
2025-04-18 11:06:17,526 - my_log - INFO - 学历: NULL
2025-04-18 11:06:17,526 - my_log - INFO - 工作信息: 天津工大 · 本科
2025-04-18 11:06:17,526 - my_log - INFO - 薪资: 年薪5-10万
2025-04-18 11:06:17,526 - my_log - INFO - 家乡: 黑龙江大兴安岭
2025-04-18 11:06:17,527 - my_log - INFO - 现居地: 中山
2025-04-18 11:06:17,527 - my_log - INFO - 个人简介: 我是一个很坦率，不钻牛角尖，对未来有计划和规划，生活规律，善于安排的人。无不良嗜好。平时喜欢做饭，看电影。我心目中的你：比我年龄大，长得合眼缘，不大男子主义，能独当一面，不冷战，遇事会沟通，有稳定工作和收入，三观合，有共同语言。
2025-04-18 11:06:17,527 - my_log - INFO - ================================
2025-04-18 11:06:17,527 - my_log - INFO - 判断是否喜欢
2025-04-18 11:06:17,527 - my_log - INFO - 身高不符合要求: 172cm
2025-04-18 11:06:17,527 - my_log - INFO - 学历不符合要求: NULL
2025-04-18 11:06:17,527 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:06:18,863 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:06:19,072 - my_log - INFO - ##########第240个推荐结束##########
2025-04-18 11:06:19,072 - my_log - INFO - 当前速度: 223.62301300417712次/小时
2025-04-18 11:06:19,073 - my_log - INFO - 预计每天 5366.950912181861 个推荐
2025-04-18 11:06:19,095 - my_log - INFO - 当前数据库中总记录数为： 15994
2025-04-18 11:06:19,095 - my_log - INFO - 喜欢总数为：2604
2025-04-18 11:06:19,096 - my_log - INFO - 不喜欢总数为: 13390
2025-04-18 11:06:19,096 - my_log - INFO - **********第241个推荐**********
2025-04-18 11:06:19,096 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 196
2025-04-18 11:06:20,431 - my_log - INFO - 用户昵称: 再丽👱🏻‍♀️
2025-04-18 11:06:33,249 - my_log - INFO - 基本资料：['基本资料', '165cm', '新疆职业大学 · 大专', '空中乘务', '年薪20-30万', '家乡新疆乌鲁木齐', '现居地深圳']
2025-04-18 11:06:33,249 - my_log - INFO - ================================
2025-04-18 11:06:33,249 - my_log - INFO - 昵称: 再丽👱🏻‍♀️
2025-04-18 11:06:33,250 - my_log - INFO - 年龄: 22岁
2025-04-18 11:06:33,250 - my_log - INFO - 身高: 165cm
2025-04-18 11:06:33,250 - my_log - INFO - 星座: NULL
2025-04-18 11:06:33,250 - my_log - INFO - 学历: 新疆职业大学 · 大专
2025-04-18 11:06:33,250 - my_log - INFO - 工作信息: 空中乘务
2025-04-18 11:06:33,250 - my_log - INFO - 薪资: 年薪20-30万
2025-04-18 11:06:33,251 - my_log - INFO - 家乡: 新疆乌鲁木齐
2025-04-18 11:06:33,251 - my_log - INFO - 现居地: 深圳
2025-04-18 11:06:33,251 - my_log - INFO - 个人简介: 温和很好相处，喜欢开玩笑有幽默感，做事稳重，为人靠谱
2025-04-18 11:06:33,251 - my_log - INFO - ================================
2025-04-18 11:06:33,251 - my_log - INFO - 判断是否喜欢
2025-04-18 11:06:33,251 - my_log - INFO - 学历不符合要求: 新疆职业大学 · 大专
2025-04-18 11:06:33,251 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:06:34,900 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:06:35,093 - my_log - INFO - ##########第241个推荐结束##########
2025-04-18 11:06:35,093 - my_log - INFO - **********第242个推荐**********
2025-04-18 11:06:35,094 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 197
2025-04-18 11:06:36,377 - my_log - INFO - 用户昵称: 霰雪鸟
2025-04-18 11:06:50,289 - my_log - INFO - 基本资料：['基本资料', '155cm', '宁波大学 · 硕士', '学生', '年薪5万以下', '家乡广东茂名', '现居地佛山']
2025-04-18 11:06:50,290 - my_log - INFO - ================================
2025-04-18 11:06:50,290 - my_log - INFO - 昵称: 霰雪鸟
2025-04-18 11:06:50,290 - my_log - INFO - 年龄: 26岁
2025-04-18 11:06:50,290 - my_log - INFO - 身高: 155cm
2025-04-18 11:06:50,291 - my_log - INFO - 星座: NULL
2025-04-18 11:06:50,291 - my_log - INFO - 学历: 宁波大学 · 硕士
2025-04-18 11:06:50,291 - my_log - INFO - 工作信息: 学生
2025-04-18 11:06:50,291 - my_log - INFO - 薪资: 年薪5万以下
2025-04-18 11:06:50,291 - my_log - INFO - 家乡: 广东茂名
2025-04-18 11:06:50,291 - my_log - INFO - 现居地: 佛山
2025-04-18 11:06:50,292 - my_log - INFO - 个人简介: 学科教学（物理）硕士喜欢旅游
2025-04-18 11:06:50,292 - my_log - INFO - ================================
2025-04-18 11:06:50,292 - my_log - INFO - 判断是否喜欢
2025-04-18 11:06:50,292 - my_log - INFO - 工作信息不符合要求: 学生
2025-04-18 11:06:50,292 - my_log - INFO - 薪资不符合要求: 年薪5万以下
2025-04-18 11:06:50,292 - my_log - INFO - 个人简介不符合要求: 学科教学（物理）硕士喜欢旅游
2025-04-18 11:06:50,293 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:06:50,659 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:06:50,844 - my_log - INFO - ##########第242个推荐结束##########
2025-04-18 11:06:50,844 - my_log - INFO - **********第243个推荐**********
2025-04-18 11:06:50,844 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 198
2025-04-18 11:06:52,755 - my_log - INFO - 用户昵称: 菜远子
2025-04-18 11:07:05,116 - my_log - INFO - 基本资料：['基本资料', '155cm', '吉林大学珠海学院 · 本科', '运营管理', '年薪5-10万', '家乡广东佛山', '现居地佛山']
2025-04-18 11:07:05,116 - my_log - INFO - ================================
2025-04-18 11:07:05,116 - my_log - INFO - 昵称: 菜远子
2025-04-18 11:07:05,116 - my_log - INFO - 年龄: 30岁
2025-04-18 11:07:05,116 - my_log - INFO - 身高: 155cm
2025-04-18 11:07:05,117 - my_log - INFO - 星座: NULL
2025-04-18 11:07:05,117 - my_log - INFO - 学历: 吉林大学珠海学院 · 本科
2025-04-18 11:07:05,117 - my_log - INFO - 工作信息: 运营管理
2025-04-18 11:07:05,117 - my_log - INFO - 薪资: 年薪5-10万
2025-04-18 11:07:05,117 - my_log - INFO - 家乡: 广东佛山
2025-04-18 11:07:05,118 - my_log - INFO - 现居地: 佛山
2025-04-18 11:07:05,118 - my_log - INFO - 个人简介: 又i又e吧，喜欢尝试各种新鲜好玩的事情，爱吃但也挑食，经常眼阔肚窄哈哈哈
2025-04-18 11:07:05,118 - my_log - INFO - ================================
2025-04-18 11:07:05,118 - my_log - INFO - 判断是否喜欢
2025-04-18 11:07:05,118 - my_log - INFO - 年龄不符合要求: 30岁
2025-04-18 11:07:05,118 - my_log - INFO - 🤡🤡🤡不符合要求，不喜欢🤡🤡🤡
2025-04-18 11:07:06,533 - my_log - INFO - 点击不喜欢按钮完成
2025-04-18 11:07:06,948 - my_log - INFO - ##########第243个推荐结束##########
2025-04-18 11:07:06,948 - my_log - INFO - **********第244个推荐**********
2025-04-18 11:07:06,948 - my_log - INFO - 当前喜欢数量: 44, 当前不喜欢数量: 199
2025-04-18 11:07:08,455 - my_log - INFO - 用户昵称: 欣欣
2025-04-18 11:07:17,472 - my_log - INFO - 基本资料：['基本资料', '153cm', '天秤座', '国家开放大学 · 本科', '职员', '年薪10-20万', '家乡广东广州', '现居地广州']
2025-04-18 11:07:17,472 - my_log - INFO - ================================
2025-04-18 11:07:17,472 - my_log - INFO - 昵称: 欣欣
2025-04-18 11:07:17,472 - my_log - INFO - 年龄: 30岁
2025-04-18 11:07:17,472 - my_log - INFO - 身高: 153cm
2025-04-18 11:07:17,472 - my_log - INFO - 星座: 天秤座
2025-04-18 11:07:17,474 - my_log - INFO - 学历: 国家开放大学 · 本科
2025-04-18 11:07:17,474 - my_log - INFO - 工作信息: 职员
2025-04-18 11:07:17,474 - my_log - INFO - 薪资: 年薪10-20万
2025-04-18 11:07:17,474 - my_log - INFO - 家乡: 广东广州
2025-04-18 11:07:17,474 - my_log - INFO - 现居地: 广州
2025-04-18 11:07:17,474 - my_log - INFO - 个人简介: 活泼开朗 偶尔有点小迷糊打游戏 看电影 去博物馆看展览
